Barn [kW],Dishwasher [kW],Fridge [kW],Furnace 1 [kW],Furnace 2 [kW],Garage door [kW],Home office [kW],House overall [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Living room [kW],Microwave [kW],Solar [kW],Well [kW],Wine cellar [kW],apparentTemperature,datetime,dewPoint,gen [kW],humidity,precipIntensity,precipProbability,pressure,temperature,use [kW],visibility,windBearing,windSpeed
0.028966667,0.1144,0.13195,0.019783333,0.067216667,0.012683333,0.040466667,0.209466667,0.000533333,3.33e-05,0.0,0.004483333,0.0031,0.32465,0.000966667,0.008783333,56.49,2016-01-05 12:09:00,54.52,0.32465,0.93,0.0,0.0,1016.16,56.49,0.209466667,9.58,196.0,3.68
0.028866667,0.004533332999999999,0.005083333,0.019716667,0.0659,0.01265,0.0405,0.009316667,0.000733333,5e-05,1.67e-05,0.00335,0.002883333,0.35375,0.001,0.008933333,56.52,2016-01-05 12:10:00,54.52,0.35375,0.93,0.0,0.0,1016.02,56.52,0.009316667,9.71,233.0,2.3
0.028916667,0.000266667,0.005016667,0.020033333,0.066016667,0.0127,0.040583333,0.110533333,0.000766667,5e-05,0.0,0.001416667,0.00295,0.3501,0.001,0.129866667,56.45,2016-01-05 12:11:00,54.96,0.3501,0.95,0.0,0.0,1015.81,56.45,0.110533333,8.58,206.0,3.28
0.02915,0.000283333,0.005116666999999998,0.020016667,0.066733333,0.0128,0.040533333,0.074283333,0.00075,3.33e-05,0.0,0.00165,0.0031,0.33745,0.001,0.00885,56.62,2016-01-05 12:12:00,55.09,0.33745,0.95,0.0,0.0,1015.47,56.62,0.074283333,8.29,219.0,2.48
0.029066667,0.0003,0.1307,0.019916667,0.08015,0.012783333,0.04045,0.137116667,0.000533333,5e-05,0.0,0.001516667,0.003083333,0.294383333,0.001,0.008916667,56.37,2016-01-05 12:13:00,54.99,0.294383333,0.95,0.0,0.0,1015.38,56.37,0.137116667,8.52,236.0,3.62
0.028883333,0.000283333,0.005133333,0.01975,0.079966667,0.0127,0.040416667,0.117116667,0.00075,1.67e-05,1.67e-05,0.001533333,0.003066667,0.169616667,0.001,0.008833333,56.43,2016-01-05 12:14:00,54.67,0.169616667,0.94,0.0,0.0,1015.33,56.43,0.117116667,8.6,122.0,0.25
0.028783333,0.000283333,0.005466667,0.019683333,0.0658,0.012666667,0.040383333,0.181433333,0.000733333,3.33e-05,0.0,0.001483333,0.003033333,0.094116667,0.000966667,0.009066667,57.13,2016-01-05 12:15:00,55.52,0.094116667,0.94,0.0,0.0,1015.97,57.13,0.181433333,6.36,253.0,2.59
0.029333333,0.00025,0.124183333,0.019816667,0.0648,0.01265,0.06255,0.549433333,0.000583333,0.0,5e-05,0.001383333,0.003066667,0.025383333,0.001,0.136016667,58.96,2016-01-05 12:16:00,55.86,0.025383333,0.89,0.0,0.0,1016.35,58.96,0.549433333,8.56,258.0,1.09
0.0303,0.00025,0.138633333,0.01975,0.064066667,0.012583333,0.041566667,0.579766667,0.000566667,1.67e-05,1.67e-05,0.0014833329999999756,0.00305,0.004433333,0.000966667,0.136166667,62.34,2016-01-05 12:17:00,56.1,0.004433333,0.8,0.0,0.0,1016.47,62.34,0.579766667,10.0,323.0,4.25
0.03185,0.0,0.005283333,0.020016667,0.06335,0.0127,0.15105,0.617216667,0.000766667,0.000133333,3.33e-05,0.00185,0.002933333,0.00445,0.000966667,0.136266667,65.56,2016-01-05 12:18:00,56.44,0.00445,0.72,0.0,0.0,1016.42,65.56,0.617216667,10.0,326.0,3.46
0.0327,0.0,0.12485,0.020483333,0.0645,0.01305,0.149783333,0.555533333,0.0006,1.67e-05,0.0,0.0019,0.00315,0.004416667,0.001,0.008916667,68.18,2016-01-05 12:19:00,55.48,0.004416667,0.64,0.0,0.0,1016.29,68.18,0.555533333,10.0,353.0,4.06
0.032583333,0.0,0.140616667,0.020416667,0.064,0.013033333,0.111916667,0.729833333,0.000633333,6.67e-05,0.0,0.001866667,0.0031,0.004416667,0.001016667,0.0224,69.37,2016-01-05 12:20:00,55.07,0.004416667,0.6,0.0,0.0,1016.18,69.37,0.729833333,10.0,13.0,1.42
0.0322,1.67e-05,0.0051,0.020283333,0.063716667,0.01295,0.151,0.584533333,0.000816667,3.33e-05,1.67e-05,0.001766667,0.003083333,0.004433333,0.001,0.02075,69.83,2016-01-05 12:21:00,55.32,0.004433333,0.6,0.0,0.0,1015.9,69.83,0.584533333,10.0,8.0,2.56
0.0325,0.0,0.0052,0.020433333,0.064083333,0.01305,0.042716667,0.54175,0.0008,0.0,1.67e-05,0.001833333,0.003133333,0.0044,0.001,0.02485,68.77,2016-01-05 12:22:00,56.36,0.0044,0.65,0.0112,0.52,1015.88,68.77,0.54175,8.95,307.0,2.61
0.03255,0.0,0.1353,0.020683333,0.064216667,0.01315,0.042766667,0.57345,0.000583333,3.33e-05,0.0,0.001683333,0.003016667,0.00445,0.00105,0.016183333,68.35,2016-01-05 12:23:00,57.4,0.00445,0.68,0.025,0.63,1016.02,68.35,0.57345,9.77,293.0,4.01
0.032266667,0.0,0.005466667,0.020583333,0.064083333,0.01305,0.042766667,0.42665,0.0008,6.67e-05,1.67e-05,0.001716667,0.003166667,0.004433333,0.001,0.140166667,67.63,2016-01-05 12:24:00,57.98,0.004433333,0.71,0.0,0.0,1016.32,67.63,0.42665,10.0,39.0,4.92
0.0321,0.0,0.005033333,0.020416667,0.0634,0.01295,0.042733333,0.42545,0.000783333,6.67e-05,0.0,0.001766667,0.00315,0.00435,0.001,0.140966667,64.6,2016-01-05 12:25:00,58.92,0.00435,0.82,0.0011,0.02,1017.3,64.6,0.42545,10.0,73.0,1.26
0.032,0.0,0.123716667,0.02025,0.064033333,0.01295,0.042633333,0.4551,0.0006,1.67e-05,1.67e-05,0.001683333,0.003133333,0.004333333,0.000983333,0.018233333,62.4,2016-01-05 12:26:00,58.65,0.004333333,0.88,0.0,0.0,1017.98,62.4,0.4551,10.0,30.0,2.86
0.032066667,0.0,0.138133333,0.020333333,0.0799,0.013,0.042633333,0.49025,0.000583333,5e-05,0.0,0.00185,0.00315,0.00435,0.001,0.016116667,60.55,2016-01-05 12:27:00,57.39,0.00435,0.89,0.0014,0.03,1018.79,60.55,0.49025,8.86,81.0,1.14
0.032033333,0.0,0.005166667,0.020183333,0.079616667,0.012916667,0.04265,0.321216667,0.000766667,0.0,1.67e-05,0.001733333,0.0031,0.004333333,0.001,0.016383333,59.62,2016-01-05 12:28:00,57.27,0.004333333,0.92,0.0,0.0,1019.8,59.62,0.321216667,8.96,45.0,2.85
0.030166667,0.0,0.005483333,0.020216667,0.065783333,0.01295,0.042016667,0.497966667,0.000733333,5e-05,1.67e-05,0.001716667,0.003,0.003883333,0.001016667,0.016066667,59.41,2016-01-05 12:29:00,56.38,0.003883333,0.9,0.0024,0.07,1020.5,59.41,0.497966667,8.96,60.0,2.7
0.02995,0.0,0.136433333,0.019916667,0.065133333,0.0127,0.04155,1.008483333,0.000533333,0.0,0.0,0.32165,0.003066667,0.002983333,0.000983333,0.1313,59.18,2016-01-05 12:30:00,55.84,0.002983333,0.89,0.0077,0.39,1021.15,59.18,1.008483333,9.28,73.0,4.51
0.029916667,0.000283333,0.11755,0.02025,0.066166667,0.012966667,0.040816667,0.377066667,0.000583333,8.33e-05,0.0,0.00165,0.003183333,0.04915,0.001,0.008733333,58.53,2016-01-05 12:31:00,55.56,0.04915,0.9,0.0,0.0,1021.87,58.53,0.377066667,9.42,58.0,4.95
0.02935,0.000283333,0.113266667,0.020083333,0.065533333,0.012883333,0.039216667,0.343283333,0.000583333,8.33e-05,0.0,0.001616667,0.003166667,0.071833333,0.001,0.008783333,58.3,2016-01-05 12:32:00,54.66,0.071833333,0.88,0.0,0.0,1022.56,58.3,0.343283333,9.5,72.0,4.64
0.029783333,0.03484999999999999,0.14745,0.02,0.06685,0.01285,0.039166667,0.444933333,0.000516667,8.33e-05,1.67e-05,0.001883333,0.00315,0.05015,0.001,0.008816667,57.91,2016-01-05 12:33:00,54.45,0.05015,0.88,0.0,0.0,1023.2,57.91,0.444933333,9.91,71.0,4.85
0.029233333,0.1072,0.005066667000000004,0.020000000000000018,0.069066667,0.01285,0.0394,0.45025,0.000766667,9.999999999999999e-05,0.0,0.09865,0.00315,0.074316667,0.001,0.00885,57.47,2016-01-05 12:34:00,53.64,0.074316667,0.87,0.0,0.0,1023.99,57.47,0.45025,10.0,45.0,5.09
0.02905,0.00025,0.004816667,0.020033333,0.0659,0.0128,0.0389,1.657733333,0.000283333,0.000433333,1.67e-05,0.115,0.003116667,0.172666667,0.001,0.1321,57.43,2016-01-05 12:35:00,53.3,0.172666667,0.86,0.0,0.0,1024.43,57.43,1.657733333,9.82,61.0,4.09
0.029166667,0.000266667,0.13965,0.020083333,0.080616667,0.012816667,0.039266667,0.526166667,0.000533333,1.67e-05,1.67e-05,0.001533333,0.002983333,0.135233333,0.001016667,0.13215,56.79,2016-01-05 12:36:00,52.63,0.135233333,0.86,0.0,0.0,1025.07,56.79,0.526166667,10.0,48.0,4.34
0.029416667,0.0,0.005033333,0.020366667,0.08095,0.012933333,0.10105,0.179966667,0.000783333,8.33e-05,0.0,0.001566667,0.0032,0.281616667,0.001,0.132583333,56.62,2016-01-05 12:37:00,52.26,0.281616667,0.85,0.0,0.0,1025.93,56.62,0.179966667,9.93,58.0,5.17
0.029366667,0.0,0.138366667,0.0201,0.067533333,0.0129,0.097633333,0.332966667,0.00055,6.67e-05,1.67e-05,0.001766667,0.003166667,0.16395,0.001,0.008766667,56.76,2016-01-05 12:38:00,52.18,0.16395,0.85,0.0,0.0,1026.84,56.76,0.332966667,9.68,63.0,6.29
0.029216667,0.0,0.005116667,0.019933333,0.066316667,0.012816667,0.0403,0.2768,0.000766667,5e-05,1.67e-05,0.001683333,0.003,0.090966667,0.001016667,0.01035,58.03,2016-01-05 12:39:00,52.1,0.090966667,0.81,0.0,0.0,1027.36,58.03,0.2768,9.54,39.0,6.87
0.030366667,0.0,0.1281,0.020066667,0.06465,0.012883333,0.072766667,0.475166667,0.000583333,5e-05,1.67e-05,0.001716667,0.00315,0.001,0.000966667,0.008983333,58.93,2016-01-05 12:40:00,52.03,0.001,0.78,0.0,0.0,1027.8,58.93,0.475166667,9.64,41.0,7.35
0.03205,0.0,0.005016667,0.019966667,0.064283333,0.012566667,0.04145,0.876366667,0.00075,0.0001,0.0,0.326666667,0.00315,0.004383333,0.001033333,0.008833333,59.88,2016-01-05 12:41:00,52.36,0.004383333,0.76,0.0,0.0,1027.8,59.88,0.876366667,9.82,42.0,7.97
0.03255,0.0,0.1448,0.02025,0.06395,0.012816667,0.040983333,1.093966667,0.000633333,8.33e-05,0.0,0.001966667,0.0035,0.004433333,0.001033333,0.134983333,60.61,2016-01-05 12:42:00,52.44,0.004433333,0.74,0.0,0.0,1027.88,60.61,1.093966667,10.0,42.0,6.41
0.032583333,1.67e-05,0.136433333,0.155616667,0.064483333,0.01275,0.0409,1.631016667,0.000433333,1.67e-05,0.0,0.002066667,0.0032,0.00445,0.001033333,0.13455,61.29,2016-01-05 12:43:00,52.82,0.00445,0.74,0.0,0.0,1027.9,61.29,1.631016667,10.0,32.0,5.52
0.03261666699999999,1.67e-05,0.004616667,0.0207,0.0637,0.0124,0.48005,1.378416667,0.00085,0.0005,0.0,0.001816667,0.003433333,0.0044,0.001,0.008183333,62.38,2016-01-05 12:44:00,52.83,0.0044,0.71,0.0,0.0,1027.53,62.38,1.378416667,10.0,42.0,6.21
0.032633333,0.0,0.00485,0.020783333,0.063883333,0.013116667,0.479783333,1.06355,0.000833333,0.000216667,0.0,0.001883333,0.00345,0.004383333,0.000983333,0.008383333,62.7,2016-01-05 12:45:00,52.39,0.004383333,0.69,0.0,0.0,1027.29,62.7,1.06355,10.0,47.0,7.59
0.032466667,1.363233333,0.135266667,0.01785,0.071666667,0.011516667,0.042483333,2.189983333,0.000683333,0.000916667,1.67e-05,0.001716667,0.003466667,0.00435,0.001,0.007783333,62.44,2016-01-05 12:46:00,51.81,0.00435,0.68,0.0,0.0,1026.96,62.44,2.189983333,10.0,39.0,6.07
0.032616667,0.10685,0.005033333,0.020316667,0.06455,0.01285,0.042016667,0.8584,0.0008,6.67e-05,1.67e-05,0.001833333,0.003466667,0.0044,0.001016667,0.133183333,61.87,2016-01-05 12:47:00,51.24,0.0044,0.68,0.0,0.0,1026.67,61.87,0.8584,10.0,53.0,5.75
0.032716667,0.00025,0.121783333,0.020683333,0.063783333,0.01305,0.041966667,0.999766667,0.000633333,3.33e-05,0.0,0.001833333,0.003283333,0.00445,0.001,0.1346,60.03,2016-01-05 12:48:00,50.79,0.00445,0.72,0.0,0.0,1027.03,60.03,0.999766667,10.0,54.0,5.16
0.0326,0.00025,0.116166667,0.0206,0.063783333,0.012983333,0.041916667,0.97085,0.000633333,1.67e-05,0.0,0.001816667,0.003316667,0.004416667,0.001,0.135683333,56.94,2016-01-05 12:49:00,51.26,0.004416667,0.81,0.0,0.0,1027.6,56.94,0.97085,10.0,57.0,3.69
0.032783333,0.000266667,0.139933333,0.020516667,0.064066667,0.013066667,0.041866667,0.793533333,0.000616667,0.0001,1.67e-05,0.0018,0.003483333,0.004383333,0.001033333,0.008633333,56.29,2016-01-05 12:50:00,50.08,0.004383333,0.8,0.0,0.0,1028.16,56.29,0.793533333,10.0,51.0,4.05
0.032733333,0.000266667,0.0052,0.02055,0.078666667,0.013116667,0.041916667,0.647066667,0.0008,3.33e-05,1.67e-05,0.001866667,0.003466667,0.004383333,0.001016667,0.008616667,53.93,2016-01-05 12:51:00,48.83,0.004383333,0.83,0.0,0.0,1028.53,53.93,0.647066667,10.0,25.0,1.88
0.032783333,0.000266667,0.147116667,0.02065,0.079916667,0.013133333,0.04185,0.823016667,0.000566667,0.000133333,0.0,0.001716667,0.003483333,0.00435,0.001033333,0.008566667,52.03,2016-01-05 12:52:00,47.59,0.00435,0.85,0.0,0.0,1029.01,52.03,0.823016667,10.0,10.0,3.06
0.0309,0.000266667,0.005133333,0.020616667,0.07995,0.013116667,0.0409,0.916216667,0.000733333,1.67e-05,0.0,0.31625,0.00355,0.002716667,0.001016667,0.008516667,45.97,2016-01-05 12:53:00,46.05,0.002716667,0.92,0.0,0.0,1028.71,48.16,0.916216667,9.71,29.0,5.13
0.030516667,0.0,0.126333333,0.020033333,0.064116667,0.012716667,0.03975,1.572283333,0.000616667,3.33e-05,0.0,0.324966667,0.003366667,0.004583333,0.001033333,0.1303,46.13,2016-01-05 12:54:00,45.04,0.004583333,0.93,0.0,0.0,1028.67,46.94,1.572283333,9.34,4.0,3.08
0.030283333,0.0,0.1392,0.0203,0.063983333,0.012933333,0.040083333,0.818916667,0.00055,8.33e-05,0.0,0.046616667,0.003466667,0.033616667,0.001033333,0.00865,43.67,2016-01-05 12:55:00,44.3,0.033616667,0.94,0.0,0.0,1028.27,45.98,0.818916667,7.94,35.0,4.73
0.029816667,1.67e-05,0.005216667,0.0203,0.064616667,0.012983333,0.039966667,0.3472,0.000783333,3.33e-05,1.67e-05,0.0016,0.00345,0.237266667,0.001016667,0.008566667,43.1,2016-01-05 12:56:00,43.44,0.237266667,0.94,0.0,0.0,1027.77,45.12,0.3472,7.26,26.0,4.16
0.0296,1.67e-05,0.005583333,0.02025,0.065233333,0.012966667,0.040016667,0.195033333,0.000766667,1.67e-05,1.67e-05,0.00155,0.00345,0.377133333,0.000966667,0.008516667,44.19,2016-01-05 12:57:00,42.24,0.377133333,0.93,0.0,0.0,1027.79,44.19,0.195033333,7.27,19.0,1.9
0.029566667,0.0,0.005133333,0.020516667,0.06565,0.013016667,0.040066667,0.343416667,0.000816667,1.67e-05,0.0,0.00155,0.003483333,0.351466667,0.001016667,0.130866667,43.21,2016-01-05 12:58:00,41.52,0.351466667,0.94,0.0,0.0,1028.35,43.21,0.343416667,7.13,39.0,1.96
0.029766667,1.67e-05,0.12745,0.020366667,0.08065,0.013016667,0.039966667,0.317866667,0.000583333,0.000133333,1.67e-05,0.00165,0.003466667,0.416983333,0.001,0.008683333,39.98,2016-01-05 12:59:00,40.58,0.416983333,0.95,0.0,0.0,1028.62,41.94,0.317866667,6.91,16.0,3.56
0.029566667,0.0,0.1402,0.020366667,0.080133333,0.012983333,0.03995,0.690233333,0.000516667,8.33e-05,0.0,0.001616667,0.00325,0.18695,0.000983333,0.0087,42.13,2016-01-05 13:00:00,40.89,0.18695,0.95,0.0,0.0,1029.12,42.13,0.690233333,5.15,21.0,1.86
0.029283333,0.0,0.141133333,0.0204,0.068433333,0.012916667,0.040066667,0.6808999999999998,0.00055,1.6700000000000026e-05,1.67e-05,0.00145,0.13503333299999998,0.328083333,0.001033333,0.132733333,43.19,2016-01-05 13:01:00,43.24,0.328083333,0.94,0.0,0.0,1029.51,44.75,0.6808999999999998,6.74,19.0,3.56
0.397183333,1.67e-05,0.005216667,0.020266667,0.06645,0.012866667,0.039783333,1.083866667,0.000966667,0.0001,0.0,0.00125,0.003583333,0.191683333,0.001,0.13395,44.97,2016-01-05 13:02:00,45.71,0.191683333,0.91,0.0,0.0,1029.6,48.18,1.083866667,8.7,25.0,7.05
0.362966667,1.67e-05,0.135016667,0.019433333,0.064483333,0.012566667,0.039816667,4.161216667,0.0007,0.000283333,0.0,0.001333333,0.003466667,0.009966666999999998,0.001066667,0.008466667,53.37,2016-01-05 13:03:00,47.16,0.009966666999999998,0.79,0.0,0.0,1029.57,53.37,4.161216667,9.64,31.0,4.51
0.37105,1.67e-05,0.005166667,0.020216667,0.065366667,0.1118,0.039933333,1.00555,0.000933333,5e-05,0.0,0.001266667,0.0036,0.0275,0.000966667,0.008433333,57.98,2016-01-05 13:04:00,46.35,0.0275,0.65,0.0,0.0,1029.25,57.98,1.00555,10.0,45.0,6.46
0.232416667,0.0,0.004983333,0.02015,0.063783333,0.0124,0.0421,0.9734,0.000816667,8.33e-05,0.0,0.001983333,0.003383333,0.0044,0.001233333,0.008416667,61.45,2016-01-05 13:05:00,46.58,0.0044,0.58,0.0,0.0,1028.56,61.45,0.9734,10.0,24.0,5.71
0.037133333,1.67e-05,0.005166667,0.020916667,0.06345,0.0132,0.448383333,1.2822,0.00075,0.000383333,0.0,0.001316667,0.003366667,0.003766667,0.001083333,0.008333333,64.42,2016-01-05 13:06:00,45.86,0.003766667,0.51,0.0,0.0,1027.71,64.42,1.2822,10.0,28.0,6.15
0.0373,1.67e-05,0.125016667,0.0211,0.0629,0.013183333,0.430583333,1.422883333,0.000616667,0.00025,0.0,0.0014,0.0036,0.003716667,0.001083333,0.130783333,66.4,2016-01-05 13:07:00,46.09,0.003716667,0.48,0.0,0.0,1026.6,66.4,1.422883333,10.0,26.0,4.84
0.03455,1.67e-05,0.13845,0.021,0.06305,0.0132,0.415166667,1.106616667,0.000616667,8.33e-05,0.0,0.001716667,0.003116667,0.004316667,0.001016667,0.008416667,67.63,2016-01-05 13:08:00,45.42,0.004316667,0.45,0.0,0.0,1025.9,67.63,1.106616667,10.0,67.0,5.59
0.034766667,0.0,0.0048,0.021083333,0.063583333,0.013266667,0.427716667,0.957983333,0.000716667,0.000283333,0.0,0.001716667,0.003166667,0.004316667,0.001016667,0.00845,68.13,2016-01-05 13:09:00,44.34,0.004316667,0.42,0.0,0.0,1025.38,68.13,0.957983333,10.0,85.0,4.65
0.034733333,1.67e-05,0.125183333,0.020833333,0.0636,0.01325,0.042116667,0.5666,0.00055,5e-05,0.0,0.001566667,0.003183333,0.004316667,0.001,0.008583333,67.24,2016-01-05 13:10:00,43.69,0.004316667,0.43,0.0,0.0,1025.25,67.24,0.5666,10.0,97.0,3.78
0.034766667,1.67e-05,0.30555,0.0209,0.063416667,0.013133333,0.04205,0.867116667,6.67e-05,0.0001,0.0,0.00165,0.003183333,0.004316667,0.001033333,0.131133333,63.73,2016-01-05 13:11:00,45.51,0.004316667,0.51,0.0,0.0,1025.56,63.73,0.867116667,10.0,107.0,2.75
0.03475,0.0,0.00515,0.020816667,0.063283333,0.013233333,0.042133333,0.3758,0.00075,1.67e-05,1.67e-05,0.0018,0.003183333,0.0043,0.001,0.0086,51.57,2016-01-05 13:12:00,47.6,0.0043,0.86,0.0,0.0,1026.46,51.57,0.3758,10.0,130.0,3.74
0.034733333,0.0,0.00555,0.020883333,0.06295,0.01325,0.042133333,0.3763,0.000766667,1.67e-05,0.0,0.001766667,0.003183333,0.0043,0.001,0.0085,49.42,2016-01-05 13:13:00,46.83,0.0043,0.91,0.0,0.0,1026.63,49.42,0.3763,10.0,189.0,0.84
0.034816667,1.67e-05,0.124116667,0.020866667,0.063616667,0.013233333,0.042066667,0.524833333,0.00055,5e-05,0.0,0.00175,0.003183333,0.0043,0.001,0.008533333,48.04,2016-01-05 13:14:00,45.95,0.0043,0.92,0.0,0.0,1026.61,48.04,0.524833333,9.66,63.0,1.01
0.034616667,0.0,0.137483333,0.020883333,0.079166667,0.01315,0.042083333,0.719983333,0.000533333,0.0,0.0,0.001666667,0.0031,0.0043,0.001,0.130866667,46.47,2016-01-05 13:15:00,44.46,0.0043,0.93,0.0,0.0,1026.51,46.47,0.719983333,9.64,52.0,2.5
0.034633333,0.0,0.005133333,0.020866667,0.0792,0.013233333,0.0421,0.497333333,0.000716667,3.33e-05,0.0,0.0017,0.003,0.00435,0.001066667,0.00865,45.28,2016-01-05 13:16:00,43.62,0.00435,0.94,0.0,0.0,1026.29,45.28,0.497333333,7.94,52.0,0.0
0.03265,0.0,0.00515,0.020616667,0.063866667,0.013116667,0.040933333,0.391133333,0.00075,0.0,0.0,0.0017,0.002983333,0.002833333,0.00105,0.008683333,43.92,2016-01-05 13:17:00,42.57,0.002833333,0.95,0.0,0.0,1026.48,43.92,0.391133333,8.4,33.0,1.47
0.032133333,1.67e-05,0.005133333,0.02015,0.0631,0.012883333,0.04005,0.371283333,0.00075,1.67e-05,0.0,0.001566667,0.002933333,0.003733333,0.00105,0.008333333,43.71,2016-01-05 13:18:00,42.11,0.003733333,0.94,0.0,0.0,1026.61,43.71,0.371283333,7.9,333.0,2.18
0.03185,0.0,0.1318,0.020283333,0.06305,0.012933333,0.040183333,0.862883333,0.000466667,0.033716667,1.67e-05,0.331933333,0.002983333,0.031566667,0.00105,0.0085,43.53,2016-01-05 13:19:00,42.08,0.031566667,0.95,0.0,0.0,1026.55,43.53,0.862883333,5.91,348.0,1.12
0.0309,1.6699999999999972e-05,0.00545,0.14055,0.07885,0.012816667,0.039933333,0.44905,0.000733333,6.67e-05,0.0,0.095883333,0.00295,0.31435,0.001,0.008066667,43.55,2016-01-05 13:20:00,42.22,0.31435,0.95,0.0,0.0,1026.42,43.55,0.44905,5.83,3.0,2.87
0.3638,0.0,0.005183333,0.020666667,0.0805,0.013066667,0.04,0.463083333,0.000883333,0.0227,0.0,0.00105,0.0033,0.370983333,0.001,0.127816667,40.28,2016-01-05 13:21:00,41.15,0.370983333,0.95,0.0,0.0,1026.27,42.38,0.463083333,4.23,354.0,3.76
0.02895,0.117333333,0.1249,1.478316667,0.078533333,0.010466667,0.065233333,3.671316667,0.00045,0.00115,1.67e-05,0.361083333,0.00305,0.394033333,1.581233333,0.007033333,38.72,2016-01-05 13:22:00,40.74,0.394033333,0.95,0.0,0.0,1026.58,41.94,3.671316667,4.48,356.0,5.04
0.287466667,0.005633332999999999,0.0052,0.019916667,0.06495,0.038516667,0.039883333,0.451933333,0.000883333,8.33e-05,1.67e-05,0.0012,0.003183333,0.381783333,0.001,0.008116667,39.47,2016-01-05 13:23:00,40.64,0.381783333,0.95,0.0,0.0,1027.15,41.86,0.451933333,4.38,346.0,4.0
0.289283333,0.000933333,0.004216667,1.414333333,0.067266667,0.01095,0.04035,2.026333333,0.001016667,0.0009,0.0,0.11075,0.003166667,0.369183333,0.001033333,0.00735,41.99,2016-01-05 13:24:00,42.91,0.369183333,0.95,0.0,0.0,1027.49,44.15,2.026333333,4.27,339.0,4.14
0.287466667,1.67e-05,0.121233333,0.019933333,0.065133333,0.01275,0.0401,1.117916667,0.0006,6.67e-05,0.0,0.112533333,0.0028,0.319,0.001016667,0.1273,47.27,2016-01-05 13:25:00,45.64,0.319,0.94,0.0,0.0,1027.76,47.27,1.117916667,5.14,4.0,2.24
0.866583333,0.0,0.137566667,0.019783333,0.06745,0.0381,0.040283333,1.450483333,0.0003,6.67e-05,1.67e-05,0.330783333,0.003066667,0.18635,0.0014,0.009883333,51.86,2016-01-05 13:26:00,48.23,0.18635,0.87,0.0,0.0,1027.65,51.86,1.450483333,7.01,31.0,3.59
0.029083333,0.0,0.004966667,0.019133333,0.0673,0.012383333,0.039966667,4.910066667,0.000716667,8.33e-05,1.67e-05,0.325533333,0.00305,0.1053,1.365883333,0.0078,56.9,2016-01-05 13:27:00,50.23,0.1053,0.78,0.0,0.0,1027.21,56.9,4.910066667,9.83,18.0,3.32
0.401783333,1.67e-05,0.12145,0.019916667,0.067583333,0.012833333,0.039983333,1.203833333,0.0005,3.33e-05,0.0,0.3255,0.003216667,0.0283,0.001016667,0.008083333,62.59,2016-01-05 13:28:00,48.91,0.0283,0.61,0.0,0.0,1026.57,62.59,1.203833333,10.0,35.0,2.83
0.03175,0.0,0.134766667,0.02,0.062816667,0.0129,0.1772,1.606783333,0.000433333,5e-05,0.0,0.3277,0.003066667,0.0043,0.001,0.008233333,67.47,2016-01-05 13:29:00,46.88,0.0043,0.48,0.0,0.0,1025.95,67.47,1.606783333,9.92,271.0,1.94
0.0326,0.121266667,0.00455,0.0207,0.063633333,0.013083333,0.645733333,1.4831,0.000816667,0.000533333,1.67e-05,0.20815,0.003133333,0.0043,0.001033333,0.0079,69.98,2016-01-05 13:30:00,45.47,0.0043,0.41,0.0,0.0,1025.24,69.98,1.4831,10.0,225.0,2.9
0.032516667,0.065166667,0.121233333,0.020833333,0.06455,0.013116667,0.11215,1.1748,0.000633333,3.33e-05,0.0,0.200916667,0.003183333,0.004316667,0.00085,0.130466667,72.06,2016-01-05 13:31:00,45.41,0.004316667,0.39,0.0,0.0,1025.02,72.06,1.1748,10.0,173.0,2.64
0.032416667,0.000233333,0.11505,0.020983333,0.062633333,0.01325,0.44945,0.947666667,0.000633333,0.000116667,1.67e-05,0.0016,0.003166667,0.0043,0.000983333,0.008116667,71.76,2016-01-05 13:32:00,46.59,0.0043,0.41,0.0,0.0,1025.01,71.76,0.947666667,10.0,187.0,2.77
0.032533333,0.0,0.11295,0.020883333,0.06325,0.01325,0.121433333,0.7808,0.000516667,0.0,1.67e-05,0.001533333,0.003216667,0.0043,0.001,0.00815,66.36,2016-01-05 13:33:00,50.94,0.0043,0.58,0.0,0.0,1025.12,66.36,0.7808,10.0,180.0,3.49
0.03265,0.0,0.1104,0.0208,0.06395,0.013216667,0.042333333,0.53015,0.00055,5e-05,1.67e-05,0.001683333,0.003183333,0.0043,0.001,0.00805,58.32,2016-01-05 13:34:00,52.06,0.0043,0.8,0.0,0.0,1025.48,58.32,0.53015,10.0,143.0,1.41
0.032733333,0.0,0.12265,0.021033333,0.063733333,0.01325,0.042166667,0.62245,0.00055,1.67e-05,1.67e-05,0.001666667,0.0032,0.0043,0.001,0.091183333,54.15,2016-01-05 13:35:00,50.39,0.0043,0.87,0.0,0.0,1026.0,54.15,0.62245,9.96,226.0,1.33
0.032933333,1.67e-05,0.005133333,0.020766667,0.0642,0.0132,0.042033333,0.393216667,0.000716667,3.33e-05,1.67e-05,0.001633333,0.003183333,0.004316667,0.001016667,0.00805,52.24,2016-01-05 13:36:00,49.24,0.004316667,0.89,0.0,0.0,1026.42,52.24,0.393216667,9.62,218.0,3.13
